ID,ORF
1006103_1,Rv0247c
1006105_1,Rv0249c
1006107_1,Rv0251c
1006121_1,Rv0265c
1006123_1,Rv0267
1006125_1,Rv0269c
1006127_1,Rv0271c
1006129_1,Rv0273c
1006131_1,Rv0275c
1006433_1,Rv0577
1006435_1,Rv0579
1006437_1,Rv0581
1006439_1,Rv0583c
1006441_1,Rv0585c
1006443_1,Rv0587
1006457_1,Rv0601c
1006459_1,Rv0603
1006461_1,Rv0605
1006463_1,Rv0607
1006465_1,Rv0609
1006467_1,Rv0611c
1006481_1,Rv0625c
1006483_1,Rv0627
1006485_1,Rv0629c
1006487_1,Rv0631c
1006489_1,Rv0633c
1006491_1,Rv0635
1006505_1,Rv0649
1006507_1,Rv0651
1006509_1,Rv0653c
1006511_1,Rv0655
1006513_1,Rv0657c
1006515_1,Rv0659c
1006817_1,Rv0961
1006819_1,Rv0963c
1006821_1,Rv0965c
1006823_1,Rv0967
1006825_1,Rv0969
1006827_1,Rv0971c
1006841_1,Rv0985c
1006843_1,Rv0987
1006845_1,Rv0989c
1006847_1,Rv0991c
1006849_1,Rv0993
1006851_1,Rv0995
1006865_1,Rv1009
1006867_1,Rv1011
1006869_1,Rv1013
1006871_1,Rv1015c
1006873_1,Rv1017c
1006875_1,Rv1019
1006889_1,Rv1033c
1006891_1,Rv1035c
1006893_1,Rv1037c
1006895_1,Rv1039c
1006897_1,Rv1041c
1006899_1,Rv1043c
1007201_1,Rv1345
1007203_1,Rv1347c
1007205_1,Rv1349
1007207_1,Rv1351
1007209_1,Rv1353c
1007211_1,Rv1355c
1007225_1,Rv1369c
1007227_1,Rv1371
1007229_1,Rv1373
1007231_1,Rv1375
1007233_1,Rv1377c
1007235_1,Rv1379
1007249_1,Rv1393c
1007251_1,Rv1395
1007253_1,Rv1397c
1007255_1,Rv1399c
1007257_1,Rv1401
1007259_1,Rv1403c
1007273_1,Rv1417
1007275_1,Rv1419
1007277_1,Rv1421
1007279_1,Rv1423
1007281_1,Rv1425
1007283_1,Rv1427c
1007585_1,Rv1729c
1007587_1,Rv1731
1007589_1,Rv1733c
1007591_1,Rv1735c
1007593_1,Rv1737c
1007595_1,Rv1739c
1007609_1,Rv1753c
1007611_1,Rv1755c
1007613_1,Rv1757c
1007615_1,Rv1759c
1007617_1,Rv1761c
1007619_1,Rv1763
1007633_1,Rv1777
1007635_1,Rv1779c
1007637_1,Rv1781c
1007639_1,Rv1783
1007641_1,Rv1785c
1007643_1,Rv1787
1007657_1,Rv1801
1007659_1,Rv1803c
1007661_1,Rv1805c
1007663_1,Rv1807
1007665_1,Rv1809
1007667_1,Rv1811
1007969_1,Rv2113
1007971_1,Rv2115c
1007973_1,Rv2117
1007975_1,Rv2119
1007977_1,Rv2121c
1007979_1,Rv2123
1007993_1,Rv2137c
1007995_1,Rv2139
1007997_1,Rv2141c
1007999_1,Rv2143
1008001_1,Rv2145c
1008003_1,Rv2147c
1008017_1,Rv2161c
1008019_1,Rv2163c
1008021_1,Rv2165c
1008023_1,Rv2167c
1008025_1,Rv2169c
1008027_1,Rv2171
1008041_1,Rv2185c
1008043_1,Rv2187
1008045_1,Rv2189c
1008047_1,Rv2191
1008049_1,Rv2193
1008051_1,Rv2195
1008353_1,Rv2497c
1008355_1,Rv2499c
1008357_1,Rv2501c
1008359_1,Rv2503c
1008361_1,Rv2505c
1008363_1,Rv2507
1008377_1,Rv2521
1008379_1,Rv2523c
1008381_1,Rv2525c
1008383_1,Rv2527
1008385_1,Rv2529
1008387_1,Rv2531c
1008401_1,Rv2545
1008403_1,Rv2547
1008405_1,Rv2549c
1008407_1,Rv2551c
1008409_1,Rv2553c
1008411_1,Rv2555c
1008425_1,Rv2569c
1008427_1,Rv2571c
1008429_1,Rv2573
1008431_1,Rv2575
1008433_1,Rv2577
1008435_1,Rv2579
1008737_1,Rv2881c
1008739_1,Rv2883c
1008741_1,Rv2885c
1008743_1,Rv2887
1008745_1,Rv2889c
1008747_1,Rv2891
1008761_1,Rv2905
1008763_1,Rv2907c
1008765_1,Rv2909c
1008767_1,Rv2911
1008769_1,Rv2913c
1008771_1,Rv2915c
1008785_1,Rv2929
1008787_1,Rv2931
1008789_1,Rv2933
1008791_1,Rv2935
1008793_1,Rv2937
1008795_1,Rv2939
1008809_1,Rv2953
1008811_1,Rv2955c
1008813_1,Rv2957
1008815_1,Rv2959c
1008817_1,Rv2961
1008819_1,Rv2963
1009121_1,Rv3265c
1009123_1,Rv3267
1009125_1,Rv3269
1009127_1,Rv3271c
1009129_1,Rv3273
1009131_1,Rv3275c
1009145_1,Rv3289c
1009147_1,Rv3291c
1009149_1,Rv3293
1009151_1,Rv3295
1009153_1,Rv3297
1009155_1,Rv3299c
1009169_1,Rv3313c
1009171_1,Rv3315c
1009173_1,Rv3317
1009175_1,Rv3319
1009177_1,Rv3321c
1009179_1,Rv3323c
1009193_1,Rv3337
1009195_1,Rv3339c
1009197_1,Rv3341
1009199_1,Rv3343c
1009201_1,Rv3345c
1009203_1,Rv3347c
1009505_1,Rv3649
1009507_1,Rv3651
1009509_1,Rv3653
1009511_1,Rv3655c
1009513_1,Rv3657c
1009515_1,Rv3659c
1009529_1,Rv3673c
1009531_1,Rv3675
1009533_1,Rv3677c
1009535_1,Rv3679
1009537_1,Rv3681c
1009539_1,Rv3683
1009553_1,Rv3697c
1009555_1,Rv3699
1009557_1,Rv3701c
1009559_1,Rv3703c
1009561_1,Rv3705c
1009563_1,Rv3707c
1009577_1,Rv3721c
1009579_1,Rv3723
1009581_1,Rv3725
1009583_1,Rv3727
1009585_1,Rv3729
1009587_1,Rv3731
1009889_1,
1009891_1,
1009893_1,
1009895_1,
1009897_1,
1009899_1,
1009913_1,
1009915_1,
1009917_1,
1009919_1,
1009921_1,
1009923_1,
1009937_1,
1009939_1,
1009941_1,
1009943_1,
1009945_1,
1009947_1,
1009961_1,
1009963_1,
1009965_1,
1009967_1,
1009969_1,
1009971_1,
1010081_1,
1010083_1,
1010085_1,
1010087_1,
1010089_1,
1010091_1,
1010105_1,
1010107_1,
1010109_1,
1010111_1,
1010113_1,
1010115_1,Rv1817
1010129_1,
1010131_1,
1010133_1,
1010135_1,
1010137_1,
1010139_1,Rv1450c
1010153_1,
1010155_1,
1010157_1,
1010159_1,
1010161_1,
1010163_1,
1006145_1,Rv0289
1006147_1,Rv0291
1006149_1,Rv0293c
1006151_1,Rv0295c
1006153_1,Rv0297
1006155_1,Rv0299
1006169_1,Rv0313
1006171_1,Rv0315
1006173_1,Rv0317c
1006175_1,Rv0319
1006177_1,Rv0321
1006179_1,Rv0323c
1006193_1,Rv0337c
1006195_1,Rv0339c
1006197_1,Rv0341
1006199_1,Rv0343
1006201_1,Rv0345
1006203_1,Rv0347
1006217_1,Rv0361
1006219_1,Rv0363c
1006221_1,Rv0365c
1006223_1,Rv0367c
1006225_1,Rv0369c
1006227_1,Rv0371c
1006529_1,Rv0673
1006531_1,Rv0675
1006533_1,Rv0677c
1006535_1,Rv0679c
1006537_1,Rv0681
1006539_1,Rv0683
1006553_1,Rv0697
1006555_1,Rv0699
1006557_1,Rv0701
1006559_1,Rv0703
1006561_1,Rv0705
1006563_1,Rv0707
1006577_1,Rv0721
1006579_1,Rv0723
1006581_1,Rv0725c
1006583_1,Rv0727c
1006585_1,Rv0729
1006587_1,Rv0731c
1006601_1,Rv0745
1006603_1,Rv0747
1006605_1,Rv0749
1006607_1,Rv0751c
1006609_1,Rv0753c
1006611_1,Rv0755c
1006913_1,Rv1057
1006915_1,Rv1059
1006917_1,Rv1061
1006919_1,Rv1063c
1006921_1,Rv1065
1006923_1,Rv1067c
1006937_1,Rv1081c
1006939_1,Rv1083
1006941_1,Rv1085c
1006943_1,Rv1087
1006945_1,Rv1089
1006947_1,Rv1091
1006961_1,Rv1105
1006963_1,Rv1107c
1006965_1,Rv1109c
1006967_1,Rv1111c
1006969_1,Rv1113
1006971_1,Rv1115
1006985_1,Rv1129c
1006987_1,Rv1131
1006989_1,Rv1133c
1006991_1,Rv1135c
1006993_1,Rv1137c
1006995_1,Rv1139c
1007297_1,Rv1441c
1007299_1,Rv1443c
1007301_1,Rv1445c
1007303_1,Rv1447c
1007305_1,Rv1449c
1007307_1,Rv1451
1007321_1,Rv1465
1007323_1,Rv1467c
1007325_1,Rv1469
1007327_1,Rv1471
1007329_1,Rv1473
1007331_1,Rv1475c
1007345_1,Rv1489c
1007347_1,Rv1491c
1007349_1,Rv1493
1007351_1,Rv1495
1007353_1,Rv1497
1007355_1,Rv1499
1007369_1,Rv1513
1007371_1,Rv1515c
1007373_1,Rv1517
1007375_1,Rv1519
1007377_1,Rv1521
1007379_1,Rv1523
1007681_1,Rv1825
1007683_1,Rv1827
1007685_1,Rv1829
1007687_1,Rv1831
1007689_1,Rv1833c
1007691_1,Rv1835c
1007705_1,Rv1849
1007707_1,Rv1851
1007709_1,Rv1853
1007711_1,Rv1855c
1007713_1,Rv1857
1007715_1,Rv1859
1007729_1,Rv1873
1007731_1,Rv1875
1007733_1,Rv1877
1007735_1,Rv1879
1007737_1,Rv1881c
1007739_1,Rv1883c
1007753_1,Rv1897c
1007755_1,Rv1899c
1007757_1,Rv1901
1007759_1,Rv1903
1007761_1,Rv1905c
1007763_1,Rv1907c
1008065_1,Rv2209
1008067_1,Rv2211c
1008069_1,Rv2213
1008071_1,Rv2215
1008073_1,Rv2217
1008075_1,Rv2219
1008089_1,Rv2233
1008091_1,Rv2235
1008093_1,Rv2237
1008095_1,Rv2239c
1008097_1,Rv2241
1008099_1,Rv2243
1008113_1,Rv2257c
1008115_1,Rv2259
1008117_1,Rv2261c
1008119_1,Rv2263
1008121_1,Rv2265
1008123_1,Rv2267c
1008137_1,Rv2281
1008139_1,Rv2283
1008141_1,Rv2285
1008143_1,Rv2287
1008145_1,Rv2289
1008147_1,Rv2291
1008449_1,Rv2593c
1008451_1,Rv2595
1008453_1,Rv2597
1008455_1,Rv2599
1008457_1,Rv2601
1008459_1,Rv2603c
1008473_1,Rv2617c
1008475_1,Rv2619c
1008477_1,Rv2621c
1008479_1,Rv2623
1008481_1,Rv2625c
1008483_1,Rv2627c
1008497_1,Rv2641
1008499_1,Rv2643
1008501_1,Rv2645
1008503_1,Rv2647
1008505_1,Rv2649
1008507_1,Rv2651c
1008521_1,Rv2665
1008523_1,Rv2667
1008525_1,Rv2669
1008527_1,Rv2671
1008529_1,Rv2673
1008531_1,Rv2675c
1008833_1,Rv2977c
1008835_1,Rv2979c
1008837_1,Rv2981c
1008839_1,Rv2983
1008841_1,Rv2985
1008843_1,Rv2987c
1008857_1,Rv3001c
1008859_1,Rv3003c
1008861_1,Rv3005c
1008863_1,Rv3007c
1008865_1,Rv3009c
1008867_1,Rv3011c
1008881_1,Rv3025c
1008883_1,Rv3027c
1008885_1,Rv3029c
1008887_1,Rv3031
1008889_1,Rv3033
1008891_1,Rv3035
1008905_1,Rv3049c
1008907_1,Rv3051c
1008909_1,Rv3053c
1008911_1,Rv3055
1008913_1,Rv3057c
1008915_1,Rv3059
1009217_1,Rv3361c
1009219_1,Rv3363c
1009221_1,Rv3365c
1009223_1,Rv3367
1009225_1,Rv3369
1009227_1,Rv3371
1009241_1,Rv3385c
1009243_1,Rv3387
1009245_1,Rv3389c
1009247_1,Rv3391
1009249_1,Rv3393
1009251_1,Rv3395c
1009265_1,Rv3409c
1009267_1,Rv3411c
1009269_1,Rv3413c
1009271_1,Rv3415c
1009273_1,Rv3417c
1009275_1,Rv3419c
1009289_1,Rv3433c
1009291_1,Rv3435c
1009293_1,Rv3437
1009295_1,Rv3439c
1009297_1,Rv3441c
1009299_1,Rv3443c
1009601_1,Rv3745c
1009603_1,Rv3747
1009605_1,Rv3749c
1009607_1,Rv3751
1009609_1,Rv3753c
1009611_1,Rv3755c
1009625_1,Rv3769
1009627_1,Rv3771c
1009629_1,Rv3773c
1009631_1,Rv3775
1009633_1,Rv3777
1009635_1,Rv3779
1009649_1,Rv3793
1009651_1,Rv3795
1009653_1,Rv3797
1009655_1,Rv3799c
1009657_1,Rv3801c
1009659_1,Rv3803c
1009673_1,Rv3817
1009675_1,Rv3819
1009677_1,Rv3821
1009679_1,Rv3823c
1009681_1,Rv3825c
1009683_1,Rv3827c
1009985_1,Rv1091
1009987_1,
1009989_1,
1009991_1,
1009993_1,
1009995_1,Rv0978c
1010009_1,
1010011_1,
1010013_1,
1010015_1,
1010017_1,
1010019_1,
1010033_1,
1010035_1,
1010037_1,
1010039_1,
1010041_1,
1010043_1,
1010057_1,
1010059_1,
1010061_1,
1010063_1,
1010065_1,
1010067_1,
1005762_3,
1005764_3,
1005766_3,
1005768_3,
1005770_3,
1005772_3,
1005786_3,
1005788_3,
1005790_3,
1005792_3,
1005794_3,
1005796_3,
1005810_3,
1005812_3,
1005814_3,
1005816_3,
1005818_3,
1005820_3,
1005834_3,
1005836_3,
1005838_3,
1005840_3,
1005842_3,
1005844_3,
1006050_1,Rv0194
1006052_1,Rv0196
1006054_1,Rv0198c
1006056_1,Rv0200
1006058_1,Rv0202c
1006060_1,Rv0204c
1006074_1,Rv0218
1006076_1,Rv0220
1006078_1,Rv0222
1006080_1,Rv0224c
1006082_1,Rv0226c
1006084_1,Rv0228
1006098_1,Rv0242c
1006100_1,Rv0244c
1006102_1,Rv0246
1006104_1,Rv0248c
1006106_1,Rv0250c
1006108_1,Rv0252
1006122_1,Rv0266c
1006124_1,Rv0268c
1006126_1,Rv0270
1006128_1,Rv0272c
1006130_1,Rv0274
1006132_1,Rv0276
1006434_1,Rv0578c
1006436_1,Rv0580c
1006438_1,Rv0582
1006440_1,Rv0584
1006442_1,Rv0586
1006444_1,Rv0588
1006458_1,Rv0602c
1006460_1,Rv0604
1006462_1,Rv0606
1006464_1,Rv0608
1006466_1,Rv0610c
1006468_1,Rv0612
1006482_1,Rv0626
1006484_1,Rv0628c
1006486_1,Rv0630c
1006488_1,Rv0632c
1006490_1,Rv0634c
1006492_1,Rv0636
1006506_1,Rv0650
1006508_1,Rv0652
1006510_1,Rv0654
1006512_1,Rv0656c
1006514_1,Rv0658c
1006516_1,Rv0660c
1006818_1,Rv0962c
1006820_1,Rv0964c
1006822_1,Rv0966c
1006824_1,Rv0968
1006826_1,Rv0970
1006828_1,Rv0972c
1006842_1,Rv0986
1006844_1,Rv0988
1006846_1,Rv0990c
1006848_1,Rv0992c
1006850_1,Rv0994
1006852_1,Rv0996
1006866_1,Rv1010
1006868_1,Rv1012
1006870_1,Rv1014c
1006872_1,Rv1016c
1006874_1,Rv1018c
1006876_1,Rv1020
1006890_1,Rv1034c
1006892_1,Rv1036c
1006894_1,Rv1038c
1006896_1,Rv1040c
1006898_1,Rv1042c
1006900_1,Rv1044
1007202_1,Rv1346
1007204_1,Rv1348
1007206_1,Rv1350
1007208_1,Rv1352
1007210_1,Rv1354c
1007212_1,Rv1356c
1007226_1,Rv1370c
1007228_1,Rv1372
1007230_1,Rv1374c
1007232_1,Rv1376
1007234_1,Rv1378c
1007236_1,Rv1380
1007250_1,Rv1394c
1007252_1,Rv1396c
1007254_1,Rv1398c
1007256_1,Rv1400c
1007258_1,Rv1402
1007260_1,Rv1404
1007274_1,Rv1418
1007276_1,Rv1420
1007278_1,Rv1422
1007280_1,Rv1424c
1007282_1,Rv1426c
1007284_1,Rv1428c
1007586_1,Rv1730c
1007588_1,Rv1732c
1007590_1,Rv1734c
1007592_1,Rv1736c
1007594_1,Rv1738
1007596_1,Rv1740
1007610_1,Rv1754c
1007612_1,Rv1756c
1007614_1,Rv1758
1007616_1,Rv1760
1007618_1,Rv1762c
1007620_1,Rv1764
1007634_1,Rv1778c
1007636_1,Rv1780
1007638_1,Rv1782
1007640_1,Rv1784
1007642_1,Rv1786
1007644_1,Rv1788
1007658_1,Rv1802
1007660_1,Rv1804c
1007662_1,Rv1806
1007664_1,Rv1808
1007666_1,Rv1810
1007668_1,Rv1812c
1007970_1,Rv2114
1007972_1,Rv2116
1007974_1,Rv2118c
1007976_1,Rv2120c
1007978_1,Rv2122c
1007980_1,Rv2124c
1007994_1,Rv2138
1007996_1,Rv2140c
1007998_1,Rv2142c
1008000_1,Rv2144c
1008002_1,Rv2146c
1008004_1,Rv2148c
1008018_1,Rv2162c
1008020_1,Rv2164c
1008022_1,Rv2166c
1008024_1,Rv2168c
1008026_1,Rv2170
1008028_1,Rv2172c
1008042_1,Rv2186c
1008044_1,Rv2188c
1008046_1,Rv2190c
1008048_1,Rv2192c
1008050_1,Rv2194
1008052_1,Rv2196
1008354_1,Rv2498c
1008356_1,Rv2500c
1008358_1,Rv2502c
1008360_1,Rv2504c
1008362_1,Rv2506
1008364_1,Rv2508c
1008378_1,Rv2522c
1008380_1,Rv2524c
1008382_1,Rv2526
1008384_1,Rv2528c
1008386_1,Rv2530c
1008388_1,Rv2532c
1008402_1,Rv2546
1008404_1,Rv2548
1008406_1,Rv2550c
1008408_1,Rv2552c
1008410_1,Rv2554c
1008412_1,Rv2556c
1008426_1,Rv2570
1008428_1,Rv2572c
1008430_1,Rv2574
1008432_1,Rv2576c
1008434_1,Rv2578c
1008436_1,Rv2580c
1008738_1,Rv2882c
1008740_1,Rv2884
1008742_1,Rv2886c
1008744_1,Rv2888c
1008746_1,Rv2890c
1008748_1,Rv2892c
1008762_1,Rv2906c
1008764_1,Rv2908c
1008766_1,Rv2910c
1008768_1,Rv2912c
1008770_1,Rv2914c
1008772_1,Rv2916c
1008786_1,Rv2930
1008788_1,Rv2932
1008790_1,Rv2934
1008792_1,Rv2936
1008794_1,Rv2938
1008796_1,Rv2940c
1008810_1,Rv2954c
1008812_1,Rv2956
1008814_1,Rv2958c
1008816_1,Rv2960c
1008818_1,Rv2962c
1008820_1,Rv2964
1009122_1,Rv3266c
1009124_1,Rv3268
1009126_1,Rv3270
1009128_1,Rv3272
1009130_1,Rv3274c
1009132_1,Rv3276c
1009146_1,Rv3290c
1009148_1,Rv3292
1009150_1,Rv3294
1009152_1,Rv3296
1009154_1,Rv3298c
1009156_1,Rv3300c
1009170_1,Rv3314c
1009172_1,Rv3316
1009174_1,Rv3318
1009176_1,Rv3320c
1009178_1,Rv3322c
1009180_1,Rv3324c
1009194_1,Rv3338
1009196_1,Rv3340
1009198_1,Rv3342
1009200_1,Rv3344c
1009202_1,Rv3346c
1009204_1,Rv3348
1009506_1,Rv3650
1009508_1,Rv3652
1009510_1,Rv3654c
1009512_1,Rv3656c
1009514_1,Rv3658c
1009516_1,Rv3660c
1009530_1,Rv3674c
1009532_1,Rv3676
1009534_1,Rv3678c
1009536_1,Rv3680
1009538_1,Rv3682
1009540_1,Rv3684
1009554_1,Rv3698
1009556_1,Rv3700c
1009558_1,Rv3702c
1009560_1,Rv3704c
1009562_1,Rv3706c
1009564_1,Rv3708c
1009578_1,Rv3722c
1009580_1,Rv3724
1009582_1,Rv3726
1009584_1,Rv3728
1009586_1,Rv3730c
1009588_1,Rv3732
1009890_1,
1009892_1,
1009894_1,
1009896_1,
1009898_1,
1009900_1,
1009914_1,Rv3595c
1009916_1,
1009918_1,
1009920_1,
1009922_1,
1009924_1,
1009938_1,
1009940_1,
1009942_1,
1009944_1,
1009946_1,
1009948_1,
1009962_1,Rv0792c
1009964_1,
1009966_1,Rv0834c
1009968_1,
1009970_1,
1009972_1,
1010082_1,
1010084_1,
1010086_1,
1010088_1,
1010090_1,
1010092_1,
1010106_1,
1010108_1,
1010110_1,
1010112_1,
1010114_1,
1010116_1,
1010130_1,
1010132_1,
1010134_1,
1010136_1,
1010138_1,
1010140_1,
1010154_1,
1010156_1,
1010158_1,
1010160_1,
1010162_1,
1010164_1,
1006146_1,Rv0290
1006148_1,Rv0292
1006150_1,Rv0294
1006152_1,Rv0296c
1006154_1,Rv0298
1006156_1,Rv0300
1006170_1,Rv0314c
1006172_1,Rv0316
1006174_1,Rv0318c
1006176_1,Rv0320
1006178_1,Rv0322
1006180_1,Rv0324
1006194_1,Rv0338c
1006196_1,Rv0340
1006198_1,Rv0342
1006200_1,Rv0344c
1006202_1,Rv0346c
1006204_1,Rv0348
1006218_1,Rv0362
1006220_1,Rv0364
1006222_1,Rv0366c
1006224_1,Rv0368c
1006226_1,Rv0370c
1006228_1,Rv0372c
1006530_1,Rv0674
1006532_1,Rv0676c
1006534_1,Rv0678
1006536_1,Rv0680c
1006538_1,Rv0682
1006540_1,Rv0684
1006554_1,Rv0698
1006556_1,Rv0700
1006558_1,Rv0702
1006560_1,Rv0704
1006562_1,Rv0706
1006564_1,Rv0708
1006578_1,Rv0722
1006580_1,Rv0724
1006582_1,Rv0726c
1006584_1,Rv0728c
1006586_1,Rv0730
1006588_1,Rv0732
1006602_1,Rv0746
1006604_1,Rv0748
1006606_1,Rv0750
1006608_1,Rv0752c
1006610_1,Rv0754
1006612_1,Rv0756c
1006914_1,Rv1058
1006916_1,Rv1060
1006918_1,Rv1062
1006920_1,Rv1064c
1006922_1,Rv1066
1006924_1,Rv1068c
1006938_1,Rv1082
1006940_1,Rv1084
1006942_1,Rv1086
1006944_1,Rv1088
1006946_1,Rv1090
1006948_1,Rv1092c
1006962_1,Rv1106c
1006964_1,Rv1108c
1006966_1,Rv1110
1006968_1,Rv1112
1006970_1,Rv1114
1006972_1,Rv1116
1006986_1,Rv1130
1006988_1,Rv1132
1006990_1,Rv1134
1006992_1,Rv1136
1006994_1,Rv1138c
1006996_1,Rv1140
1007298_1,Rv1442
1007300_1,Rv1444c
1007302_1,Rv1446c
1007304_1,Rv1448c
1007306_1,Rv1450c
1007308_1,Rv1452c
1007322_1,Rv1466
1007324_1,Rv1468c
1007326_1,Rv1470
1007328_1,Rv1472
1007330_1,Rv1474c
1007332_1,Rv1476
1007346_1,Rv1490
1007348_1,Rv1492
1007350_1,Rv1494
1007352_1,Rv1496
1007354_1,Rv1498c
1007356_1,Rv1500
1007370_1,Rv1514c
1007372_1,Rv1516c
1007374_1,Rv1518
1007376_1,Rv1520
1007378_1,Rv1522c
1007380_1,Rv1524
1007682_1,Rv1826
1007684_1,Rv1828
1007686_1,Rv1830
1007688_1,Rv1832
1007690_1,Rv1834
1007692_1,Rv1836c
1007706_1,Rv1850
1007708_1,Rv1852
1007710_1,Rv1854c
1007712_1,Rv1856c
1007714_1,Rv1858
1007716_1,Rv1860
1007730_1,Rv1874
1007732_1,Rv1876
1007734_1,Rv1878
1007736_1,Rv1880c
1007738_1,Rv1882c
1007740_1,Rv1884c
1007754_1,Rv1898
1007756_1,Rv1900c
1007758_1,Rv1902c
1007760_1,Rv1904
1007762_1,Rv1906c
1007764_1,Rv1908c
1008066_1,Rv2210c
1008068_1,Rv2212
1008070_1,Rv2214c
1008072_1,Rv2216
1008074_1,Rv2218
1008076_1,Rv2220
1008090_1,Rv2234
1008092_1,Rv2236c
1008094_1,Rv2238c
1008096_1,Rv2240c
1008098_1,Rv2242
1008100_1,Rv2244
1008114_1,Rv2258c
1008116_1,Rv2260
1008118_1,Rv2262c
1008120_1,Rv2264c
1008122_1,Rv2266
1008124_1,Rv2268c
1008138_1,Rv2282c
1008140_1,Rv2284
1008142_1,Rv2286c
1008144_1,Rv2288
1008146_1,Rv2290
1008148_1,Rv2292c
1008450_1,Rv2594c
1008452_1,Rv2596
1008454_1,Rv2598
1008456_1,Rv2600
1008458_1,Rv2602
1008460_1,Rv2604c
1008474_1,Rv2618
1008476_1,Rv2620c
1008478_1,Rv2622
1008480_1,Rv2624c
1008482_1,Rv2626c
1008484_1,Rv2628
1008498_1,Rv2642
1008500_1,Rv2644c
1008502_1,Rv2646
1008504_1,Rv2648
1008506_1,Rv2650c
1008508_1,Rv2652c
1008522_1,Rv2666
1008524_1,Rv2668
1008526_1,Rv2670c
1008528_1,Rv2672
1008530_1,Rv2674
1008532_1,Rv2676c
1008834_1,Rv2978c
1008836_1,Rv2980
1008838_1,Rv2982c
1008840_1,Rv2984
1008842_1,Rv2986c
1008844_1,Rv2988c
1008858_1,Rv3002c
1008860_1,Rv3004
1008862_1,Rv3006
1008864_1,Rv3008
1008866_1,Rv3010c
1008868_1,Rv3012c
1008882_1,Rv3026c
1008884_1,Rv3028c
1008886_1,Rv3030
1008888_1,Rv3032
1008890_1,Rv3034c
1008892_1,Rv3036c
1008906_1,Rv3050c
1008908_1,Rv3052c
1008910_1,Rv3054c
1008912_1,Rv3056
1008914_1,Rv3058c
1008916_1,Rv3060c
1009218_1,Rv3362c
1009220_1,Rv3364c
1009222_1,Rv3366
1009224_1,Rv3368c
1009226_1,Rv3370c
1009228_1,Rv3372
1009242_1,Rv3386
1009244_1,Rv3388
1009246_1,Rv3390
1009248_1,Rv3392c
1009250_1,Rv3394c
1009252_1,Rv3396c
1009266_1,Rv3410c
1009268_1,Rv3412
1009270_1,Rv3414c
1009272_1,Rv3416
1009274_1,Rv3418c
1009276_1,Rv3420c
1009290_1,Rv3434c
1009292_1,Rv3436c
1009294_1,Rv3438
1009296_1,Rv3440c
1009298_1,Rv3442c
1009300_1,Rv3444c
1009602_1,Rv3746c
1009604_1,Rv3748
1009606_1,Rv3750c
1009608_1,Rv3752c
1009610_1,Rv3754
1009612_1,Rv3756c
1009626_1,Rv3770c
1009628_1,Rv3772
1009630_1,Rv3774
1009632_1,Rv3776
1009634_1,Rv3778c
1009636_1,Rv3780
1009650_1,Rv3794
1009652_1,Rv3796
1009654_1,Rv3798
1009656_1,Rv3800c
1009658_1,Rv3802c
1009660_1,Rv3804c
1009674_1,Rv3818
1009676_1,Rv3820c
1009678_1,Rv3822
1009680_1,Rv3824c
1009682_1,Rv3826
1009684_1,Rv3828c
1009986_1,
1009988_1,
1009990_1,
1009992_1,
1009994_1,
1009996_1,Rv1087
1010010_1,
1010012_1,
1010014_1,
1010016_1,
1010018_1,
1010020_1,
1010034_1,Rv0747
1010036_1,
1010038_1,
1010040_1,
1010042_1,
1010044_1,
1010058_1,
1010060_1,
1010062_1,
1010064_1,
1010066_1,
1010068_1,
1005773_1,
1005775_1,
1005777_1,
1005779_1,
1005781_1,
1005783_1,
1005797_1,
1005799_1,
1005801_1,
1005803_1,
1005805_1,
1005807_1,
1005821_1,
1005823_1,
1005825_1,
1005827_1,
1005829_1,
1005831_1,
1005845_1,
1005847_1,
1005849_1,
1005851_1,
1005853_1,
1005855_1,
1005869_1,Rv0013
1005871_1,Rv0015c
1005873_1,Rv0017c
1005875_1,Rv0019c
1005877_1,Rv0021c
1005879_1,Rv0023
1005893_1,Rv0037c
1005895_1,Rv0039c
1005897_1,Rv0041
1005899_1,Rv0043c
1005901_1,Rv0045c
1005903_1,Rv0047c
1005917_1,Rv0061
1005919_1,Rv0063
1005921_1,Rv0065
1005923_1,Rv0067c
1005925_1,Rv0069c
1005927_1,Rv0071
1005941_1,Rv0085
1005943_1,Rv0087
1005945_1,Rv0089
1005947_1,Rv0091
1005949_1,Rv0093c
1005951_1,Rv0095c
1006253_1,Rv0397
1006255_1,Rv0399c
1006257_1,Rv0401
1006259_1,Rv0403c
1006261_1,Rv0405
1006263_1,Rv0407
1006277_1,Rv0421c
1006279_1,Rv0423c
1006281_1,Rv0425c
1006283_1,Rv0427c
1006285_1,Rv0429c
1006287_1,Rv0431
1006301_1,Rv0445c
1006303_1,Rv0447c
1006305_1,Rv0449c
1006307_1,Rv0451c
1006309_1,Rv0453
1006311_1,Rv0455c
1006325_1,Rv0469
1006327_1,Rv0471c
1006329_1,Rv0473
1006331_1,Rv0475
1006333_1,Rv0477
1006335_1,Rv0479c
1006637_1,Rv0781
1006639_1,Rv0783c
1006641_1,Rv0785
1006643_1,Rv0787
1006645_1,Rv0789c
1006647_1,Rv0791c
1006661_1,Rv0805
1006663_1,Rv0807
1006665_1,Rv0809
1006667_1,Rv0811c
1006669_1,Rv0813c
1006671_1,Rv0815c
1006685_1,Rv0829
1006687_1,Rv0831c
